Geneid	R4C-rep1	R4C-rep2	R4C-rep3	R4S-rep1	R4S-rep2	R4S-rep3	ROP2-rep1	ROW2-rep1
gene:Solyc02g077010.1	0	0	0	0	0	0	0	0
gene:Solyc02g077000.3	0	0	0	0	4	0	0	0
gene:Solyc02g076990.3	0	0	0	0	0	0	0	0
gene:Solyc02g076980.5.1	22	48	22	48	14	26	4	0
gene:Solyc02g076970.2	36	61	40	55	35	36	52	22
gene:Solyc02g076950.2	371	417	428	224	301	303	249	426
gene:Solyc02g076940.2	24	24	15	27	16	19	19	78
gene:Solyc02g076930.2	299	258	217	108	137	175	31	155
gene:Solyc02g076920.3	14	2	0	10	6	4	4	0
gene:Solyc02g076910.3	0	0	0	0	0	0	2	6
gene:Solyc02g076900.4	339	350	260	186	227	228	320	302
gene:Solyc02g076890.1	0	0	0	0	0	0	0	0
gene:Solyc02g076880.4	8	0	11	8	0	0	0	0
gene:Solyc02g076870.4	1393	1534	1708	1192	867	745	2294	1476
gene:Solyc02g076860.3	0	2	6	0	0	0	158	58
gene:Solyc02g076850.2	8	2	5	12	4	4	10	0
gene:Solyc02g076840.3	3075	3115	3606	3919	3339	3432	4331	4636
gene:Solyc02g076830.1	16	2	2	2	0	0	6	2
gene:Solyc02g076820.4	66	60	70	60	48	35	567	2
gene:Solyc02g076810.4	1085	1121	1278	1383	1108	1241	4311	2785
gene:Solyc02g076800.1	24	29	62	69	44	40	1040	253
gene:Solyc02g076790.4	1209	1348	1207	1085	964	950	2187	1654
gene:Solyc02g076780.3	1902	2067	2046	1620	1406	1472	910	1523
gene:Solyc02g076770.1	0	0	0	0	0	0	0	0
gene:Solyc02g076760.3	860	964	1048	1156	918	954	1110	1122
gene:Solyc02g076750.3	1767	1763	3575	2925	1479	1935	170	715
gene:Solyc02g076740.3	350	306	714	487	258	368	34	141
gene:Solyc02g076730.3	522	429	906	928	471	486	196	161
gene:Solyc02g076720.3	4528	4662	4910	4974	5352	5778	4590	8474
gene:Solyc02g076710.3	42	36	47	156	101	96	346	420
gene:Solyc02g076700.1	252	272	221	169	137	179	90	228
gene:Solyc02g076690.3	1463	1411	4097	1022	1281	2556	1852	472
gene:Solyc02g076680.3	1388	1392	1146	1678	1476	1397	904	683
gene:Solyc02g076670.3	86	52	74	101	80	75	0	0
gene:Solyc02g076660.3	2210	2069	2786	1143	1076	970	1006	487
gene:Solyc02g076650.1	2	0	2	0	0	0	0	1
gene:Solyc02g076640.1	1	0	0	0	0	0	0	2
gene:Solyc02g076635.1	0	0	0	0	0	0	0	0
gene:Solyc02g076630.1	0	0	0	0	0	0	0	0
gene:Solyc02g073580.1	34	27	31	17	11	46	0	0
gene:Solyc02g073570.1	0	0	0	0	0	0	0	0
gene:Solyc02g072570.2	1	2	0	0	0	0	0	2
gene:Solyc02g072560.1	1	4	10	0	7	0	0	0
gene:Solyc02g072550.1	13	4	7	0	3	4	0	0
gene:Solyc02g072540.3	571	574	438	545	244	58	346	70
gene:Solyc02g072530.3	1562	1459	1669	1587	1316	1400	1453	1487
gene:Solyc02g072520.3	698	897	930	825	664	877	729	538
gene:Solyc02g072510.3	1493	1691	1588	1410	1116	1274	2042	2271
gene:Solyc02g072500.3	1501	1658	1304	1154	1832	2079	406	278
gene:Solyc02g072490.3	167	150	288	235	118	121	24	8
gene:Solyc02g072480.4	4	0	2	2	6	0	0	6
gene:Solyc02g072470.4	208	155	496	182	102	131	0	34
gene:Solyc02g072450.4	253	236	254	218	204	179	258	277
gene:Solyc02g072440.4	700	707	682	950	607	674	2	6
gene:Solyc02g072427.1	15	9	5	4	12	9	0	13
gene:Solyc02g072423.1	20	20	6	25	20	33	0	0
gene:Solyc02g072420.1	0	0	0	20	0	2	0	0
gene:Solyc02g072410.1	22	25	8	14	5	3	15	2
gene:Solyc02g072405.1	16	4	2	9	9	7	1	0
gene:Solyc02g072400.1	26	73	309	436	40	90	34	18
gene:Solyc02g072370.1	0	0	0	0	0	0	0	2
gene:Solyc02g072350.1	0	0	0	6	0	0	8	0
gene:Solyc02g072340.1	0	0	0	0	0	0	0	0
gene:Solyc02g072330.3	25	40	33	62	63	58	104	95
gene:Solyc02g072320.1	78	67	89	93	87	96	177	75
gene:Solyc02g072310.3	275	313	293	308	316	334	306	413
gene:Solyc02g072300.4	7050	7375	7102	7597	6988	6789	11231	12168
gene:Solyc02g072290.1	4	0	0	6	0	0	0	0
gene:Solyc02g072280.1	0	0	2	2	0	0	0	6
gene:Solyc02g072270.3	110	162	168	130	122	183	232	249
gene:Solyc02g072260.4	429	470	410	634	454	324	556	371
gene:Solyc02g072250.1	24	6	4	22	14	30	0	0
gene:Solyc02g072240.3	768	889	1222	978	713	599	68	32
gene:Solyc02g072230.3	837	853	908	943	878	742	1538	2092
gene:Solyc02g072220.1	97	64	73	165	120	81	67	0
gene:Solyc02g072210.1	135	61	129	32	157	95	296	20
gene:Solyc02g072190.4	16	38	36	36	26	24	96	20
gene:Solyc02g072180.3	1447	1777	1374	2230	2351	2526	1970	1827
gene:Solyc02g072170.3	78	83	68	76	56	82	91	104
gene:Solyc02g072160.4	2425	2241	2939	3984	2686	2664	1733	1915
gene:Solyc02g072150.3	4194	3564	4077	1156	1859	1303	1367	2683
gene:Solyc02g072140.1	1203	1271	1036	1216	822	913	6399	14493
gene:Solyc02g072130.3	14067	15737	23070	17210	12596	13528	22354	21468
gene:Solyc02g072120.3	734	758	1232	1220	497	540	611	927
gene:Solyc02g072105.1	914	1025	885	1118	1146	1207	577	1102
gene:Solyc02g072100.3	495	552	370	378	404	314	222	171
gene:Solyc02g072090.2	5709	6358	4673	3883	4432	4565	2597	5134
gene:Solyc02g072080.1	3745	2978	2995	1096	1934	3435	1480	1219
gene:Solyc02g072070.4	2	16	4	18	8	4	1	0
gene:Solyc02g072060.3	197	207	179	127	289	425	0	0
gene:Solyc02g072050.2	177	152	118	68	32	54	40	127
gene:Solyc02g072040.3	61	42	24	42	30	6	4	27
gene:Solyc02g072030.1	136	120	154	306	195	196	11	3
gene:Solyc02g072020.3	85	133	53	131	128	105	79	123
gene:Solyc02g072010.3	109	99	79	110	110	97	44	136
gene:Solyc02g072000.3	404	364	424	454	300	276	1044	1175
gene:Solyc02g071990.3	1084	1177	1639	750	960	922	1111	1622
gene:Solyc02g071980.3	1053	1080	1297	1140	788	810	1968	1702
gene:Solyc02g071970.1	2	0	2	0	0	0	0	0
gene:Solyc02g071960.2	0	0	0	0	0	0	0	0
gene:Solyc02g071950.1	4	11	25	9	3	1	0	0
gene:Solyc02g071940.1	223	190	202	278	295	265	286	236
gene:Solyc02g071930.2	661	747	506	539	692	856	249	126
gene:Solyc02g071920.3	190	157	136	149	220	188	704	171
gene:Solyc02g071910.1	0	1	0	0	2	6	9	7
gene:Solyc02g071900.3	240	272	480	616	228	267	455	456
gene:Solyc02g071890.3	1279	1555	1453	2089	1982	1833	1507	1784
gene:Solyc02g071880.3	585	683	622	697	603	756	615	1009
gene:Solyc02g071870.4	591	611	663	794	931	1065	659	6980
gene:Solyc02g071860.4	3123	3152	4196	4159	3916	3868	5330	6768
gene:Solyc02g071850.1	1	1	0	0	0	0	0	2
gene:Solyc02g071840.1	1	1	3	0	0	0	0	0
gene:Solyc02g071830.3	234	257	333	505	441	543	244	150
gene:Solyc02g071820.4	132	206	570	86	79	138	1713	6441
gene:Solyc02g071810.4	625	792	761	487	462	623	131	674
gene:Solyc02g071800.3	1856	2018	2936	1941	1070	1186	533	1705
gene:Solyc02g071790.3	98	60	115	44	42	67	0	0
gene:Solyc02g071780.3	1794	1607	3083	630	1548	908	692	1011
gene:Solyc02g071770.3	25	41	127	14	6	13	92	108
gene:Solyc02g071760.4	0	0	0	6	0	0	2	0
gene:Solyc02g071750.3	124	142	220	210	138	174	504	486
gene:Solyc02g071740.3	1650	1698	2351	1355	1538	1322	1718	1736
gene:Solyc02g071730.4	3172	4410	4778	4598	3561	3102	22202	13251
gene:Solyc02g071720.2	353	346	1094	735	361	452	178	187
gene:Solyc02g071710.3	2133	2152	2398	3550	2700	2975	33	4
gene:Solyc02g071700.3	3081	2137	5577	9484	4081	4179	1607	20
gene:Solyc02g071690.2	0	1	2	0	0	4	0	0
gene:Solyc02g071680.1	75	84	58	37	48	39	145	89
gene:Solyc02g071670.3	0	0	0	0	0	0	0	0
gene:Solyc02g071660.4	0	0	0	0	0	0	0	0
gene:Solyc02g071640.3	64	52	57	23	70	41	58	106
gene:Solyc02g071630.1	0	0	0	0	0	0	0	1
gene:Solyc02g071620.3	718	636	637	443	1052	1086	441	52
gene:Solyc02g071610.3	2593	2339	3073	3576	3585	3776	683	112
gene:Solyc02g071600.4	835	1048	841	805	664	731	1324	1401
gene:Solyc02g071590.3	976	1058	1017	575	493	568	385	1045
gene:Solyc02g071580.4	729	905	536	781	1092	1169	143	246
gene:Solyc02g071570.4	471	544	579	477	411	499	722	933
gene:Solyc02g071560.4	0	0	0	6	0	0	698	798
gene:Solyc02g071535.1	0	0	0	0	0	0	0	0
gene:Solyc02g071530.2	1005	1288	769	852	939	762	314	907
gene:Solyc02g071520.3	907	756	778	723	634	599	181	146
gene:Solyc02g071510.3	4304	4366	4659	2591	2461	2711	7370	6795
gene:Solyc02g071500.2	270	296	284	232	198	256	20	32
gene:Solyc02g071490.4	6	4	42	36	22	54	0	14
gene:Solyc02g071480.3	2	0	6	4	0	0	0	0
gene:Solyc02g071470.4	0	0	0	0	0	15	14	33
gene:Solyc02g071460.2	4	12	2	6	10	6	14	8
gene:Solyc02g071450.3	600	613	670	823	549	578	1050	1155
gene:Solyc02g071440.3	16	34	18	21	8	12	619	356
gene:Solyc02g071435.1	0	1	0	2	0	0	42	6
gene:Solyc02g071430.3	0	4	12	8	0	0	6615	985
gene:Solyc02g071420.4	2	0	2	14	0	8	52	45
gene:Solyc02g071410.3	51	32	26	24	12	34	244	132
gene:Solyc02g071400.3	24	52	28	8	14	1	18	4
gene:Solyc02g071387.1	0	0	0	0	0	0	0	0
gene:Solyc02g071383.1	0	0	0	0	0	0	0	0
gene:Solyc02g071380.2	163	175	296	284	156	83	205	16
gene:Solyc02g071375.1	0	0	0	0	0	0	0	0
gene:Solyc02g071370.1	0	0	0	0	0	0	0	0
gene:Solyc02g071360.4	98	70	92	94	85	106	262	397
gene:Solyc02g071350.3	32	18	36	34	26	28	7242	4459
gene:Solyc02g071340.2	12	16	14	12	10	14	920	109
gene:Solyc02g071330.4	1493	1613	1332	1642	1579	1458	1565	1590
gene:Solyc02g071320.4	4767	5155	5313	4208	3806	3046	4267	6214
gene:Solyc02g071310.3	438	526	428	208	189	277	27	2
gene:Solyc02g071300.1	74	131	61	105	73	119	144	171
gene:Solyc02g071290.1	4	0	4	0	1	0	4	1
gene:Solyc02g150130.1	628	727	417	655	663	729	1239	1276
gene:Solyc02g071280.3	622	700	708	401	564	761	705	943
gene:Solyc02g071270.3	1876	2332	2467	2223	2059	2099	3411	4049
gene:Solyc02g071260.3	2769	2615	3424	2513	2101	2098	1648	2771
gene:Solyc02g071250.3	1783	1851	2342	2047	1711	1683	6863	6367
gene:Solyc02g071240.3	1032	1078	1135	1100	946	879	1209	1539
gene:Solyc02g071220.3	1327	1421	907	853	608	596	1342	757
gene:Solyc02g071210.3	2245	2481	2699	2114	2122	2052	2059	1080
gene:Solyc02g071200.4	150	133	108	42	74	68	12	6
gene:Solyc02g071190.4	752	883	1054	650	610	684	1275	1335
gene:Solyc02g071180.3	6329	7757	6808	6346	7326	6820	8330	12216
gene:Solyc02g071170.3	2128	2246	2013	1947	1894	1672	3345	2610
gene:Solyc02g071160.4	1616	1591	1445	1327	1232	1154	2140	2111
gene:Solyc02g071150.3	3405	3688	3490	3268	3063	2884	5283	4300
gene:Solyc02g071140.3	332	260	211	338	224	222	900	524
gene:Solyc02g071130.4	0	12	8	23	2	0	756	4
gene:Solyc02g071120.3	4449	4605	5732	5790	3885	3779	3639	3716
gene:Solyc02g071110.3	314	392	366	334	263	342	184	5
gene:Solyc02g071100.3	133	118	135	143	98	126	24	14
gene:Solyc02g071090.3	51	32	26	90	66	77	0	12
gene:Solyc02g071080.3	69	81	36	114	51	69	30	22
gene:Solyc02g071070.3	2	2	0	0	6	4	0	0
gene:Solyc02g071060.3	1768	1722	1768	2420	1310	1114	768	1576
gene:Solyc02g071050.4	585	707	287	1878	840	466	2972	34715
gene:Solyc02g071040.3	2300	2364	3186	2420	1838	1871	3483	6778
gene:Solyc02g071030.2	0	0	0	0	0	0	0	0
gene:Solyc02g071020.3	148	131	90	133	72	100	12	11
gene:Solyc02g071010.1	25452	23722	18916	42627	27364	20659	1410	365
gene:Solyc02g071000.1	2472	2268	1332	6441	3997	2276	37	0
gene:Solyc02g070990.1	5982	5375	4133	10770	6730	2797	1	1
gene:Solyc02g070980.1	17040	15770	10120	28212	19144	14261	16	1
gene:Solyc02g070970.1	7295	7016	3264	11553	7503	3727	10	9
gene:Solyc02g070950.1	10212	10216	9897	18580	11740	9050	169	67
gene:Solyc02g070940.1	64836	62505	51450	76949	61892	56567	3910	1782
gene:Solyc02g070930.1	0	0	0	0	0	0	0	0
gene:Solyc02g070910.3	37	49	36	76	70	57	6	44
gene:Solyc02g070920.3	2	1	5	5	4	4	0	9
gene:Solyc02g070900.1	108	172	103	201	208	160	142	318
gene:Solyc02g070890.3	678	730	1291	726	744	716	596	1700
gene:Solyc02g070880.1	2744	2777	3079	2051	1849	2077	1942	1312
gene:Solyc02g070875.1	1935	1882	2285	1493	1504	1623	872	928
gene:Solyc02g070870.4	815	980	919	791	663	713	945	988
gene:Solyc02g070860.4	687	712	666	827	683	818	1061	1525
gene:Solyc02g070850.1	15	48	67	80	31	34	12	43
gene:Solyc02g070830.1	0	0	0	0	0	0	0	0
gene:Solyc02g070820.1	54	39	52	16	11	22	32	12
gene:Solyc02g070810.4	4172	5274	3511	4568	3501	3114	1756	6169
gene:Solyc02g070800.2	6328	5795	7234	1157	3360	6591	1930	914
gene:Solyc02g070790.3	4236	4762	3118	3410	3746	3668	1478	2044
gene:Solyc02g070780.4	9171	12121	6318	10102	12634	11593	5594	16736
gene:Solyc02g070770.3	1673	1802	1959	2327	2133	2280	3678	3540
gene:Solyc02g070760.4	1188	1289	1441	1223	1285	1199	595	562
gene:Solyc02g070755.1	155	231	175	167	163	104	19	33
gene:Solyc02g070750.1	29	15	33	28	25	22	13	14
gene:Solyc02g070740.1	16	23	18	11	19	17	9	4
gene:Solyc02g070720.1	3	1	3	0	2	3	15	53
gene:Solyc02g070710.3	267	334	199	226	252	256	141	298
gene:Solyc02g070705.1	54	76	26	56	37	60	19	34
gene:Solyc02g070700.3	81	88	88	114	109	74	32	162
gene:Solyc02g070690.1	63	56	50	192	38	46	310	365
gene:Solyc02g070680.4	698	812	792	627	527	413	1984	801
gene:Solyc02g070670.4	2365	2389	2600	2216	1690	1858	5150	3692
gene:Solyc02g070660.3	32	29	29	34	43	14	66	0
gene:Solyc02g070650.2	4764	5175	3415	4987	5850	5695	4439	5809
gene:Solyc02g070640.3	4394	5460	3468	5092	5741	5229	5170	6830
gene:Solyc02g070630.3	1289	1393	1517	1134	914	837	2490	1782
gene:Solyc02g070620.4	345	517	380	331	432	479	22	359
gene:Solyc02g070610.3	20	13	19	30	44	15	0	8
gene:Solyc02g070600.3	442	513	255	246	457	374	6	324
gene:Solyc02g070580.1	1075	1120	1003	827	727	839	229	200
gene:Solyc02g070570.4	7077	7564	6152	5833	6517	5855	9064	9201
gene:Solyc02g070560.3	604	794	816	465	436	470	712	698
gene:Solyc02g070550.3	3662	3897	4697	4055	3620	3739	9745	9063
gene:Solyc02g070540.3	3878	4090	4005	4208	5162	5725	2471	4031
gene:Solyc02g070530.4	523	496	610	821	1274	1759	14	12
gene:Solyc02g070520.3	1407	1548	1791	1459	980	1013	1436	2212
gene:Solyc02g070510.3	3360	3937	2998	2570	2771	2752	3355	2518
gene:Solyc02g070490.4	492	558	643	504	417	264	335	193
gene:Solyc02g070480.4	1811	1803	1749	1410	1405	1508	2511	1766
gene:Solyc02g070470.1	1073	951	1032	648	607	546	1381	510
gene:Solyc02g070460.3	2690	2934	2591	2474	2194	1947	2085	3097
gene:Solyc02g070450.2	82	42	90	83	76	65	13	28
gene:Solyc02g070440.3	9344	9268	11881	12434	7194	7332	3731	4876
gene:Solyc02g070430.3	0	6	2	9	12	0	151	79
gene:Solyc02g070420.2	193	204	219	166	128	160	14	0
gene:Solyc02g070410.2	0	0	2	0	0	0	16	0
gene:Solyc02g070400.3	2336	2344	2512	2511	2132	2243	2607	3735
gene:Solyc02g070390.3	1725	1701	2084	1224	1625	1843	1383	2010
gene:Solyc02g070385.1	215	230	267	146	227	263	166	211
gene:Solyc02g070380.1	16	32	71	43	35	32	22	16
gene:Solyc02g070340.3	20241	22694	16597	19710	20442	19186	21345	23725
gene:Solyc02g070330.4	8443	9456	6854	8556	9169	8923	8729	10711
gene:Solyc02g070310.3	21614	24678	19204	22437	22858	20827	24938	26459
gene:Solyc02g070300.4	401	592	525	707	660	507	372	926
gene:Solyc02g070290.3	1628	1966	1875	1875	1681	1605	2213	2679
gene:Solyc02g070280.3	60	99	248	211	54	70	6588	7104
gene:Solyc02g070270.2	0	0	0	0	0	0	553	171
gene:Solyc02g070260.4	9907	11037	11399	12251	11051	10618	7139	15971
gene:Solyc02g070250.4	882	851	994	859	761	824	1718	1272
gene:Solyc02g070240.3	1394	1603	1223	1134	1255	1337	1481	2375
gene:Solyc02g070230.2	301	239	246	244	208	235	206	356
gene:Solyc02g070220.3	535	562	553	412	408	553	734	672
gene:Solyc02g070210.3	8355	8583	5494	6090	7647	8922	1736	677
gene:Solyc02g070200.3	0	0	0	0	0	0	0	0
gene:Solyc02g070190.1	0	0	0	0	0	0	0	0
gene:Solyc02g070180.3	0	0	0	0	0	0	0	2
gene:Solyc02g070170.1	0	0	0	0	0	0	0	0
gene:Solyc02g070160.1	0	0	0	0	0	0	0	0
gene:Solyc02g070150.1	0	0	0	0	0	0	0	0
gene:Solyc02g070140.1	0	0	0	0	0	0	0	0
gene:Solyc02g070130.1	0	0	0	0	0	0	0	2
gene:Solyc02g070120.1	0	0	0	0	0	0	0	0
gene:Solyc02g070110.1	0	0	0	0	0	0	4	0
gene:Solyc02g070100.3	2169	2632	1900	1589	2072	2045	2530	4099
gene:Solyc02g070090.1	0	0	0	0	0	0	0	0
gene:Solyc02g070080.4	0	0	0	0	0	0	0	0
gene:Solyc02g070070.1	24	30	50	12	8	4	14	72
gene:Solyc02g070060.1	0	0	0	0	0	0	0	0
gene:Solyc02g150129.1	0	0	0	0	0	0	0	0
gene:Solyc02g070050.3	2860	2797	4097	2432	2015	1948	1489	1277
gene:Solyc02g070040.1	3850	2516	4666	1357	3232	4054	382	136
gene:Solyc02g070030.4	2394	2782	2565	2434	2001	2098	2264	3273
gene:Solyc02g070020.1	2	0	12	2	0	2	2	8
gene:Solyc02g070010.1	178	210	288	219	268	280	269	300
gene:Solyc02g070000.4	3734	4254	3939	4539	4560	5086	1640	7519
gene:Solyc02g069990.1	11	10	13	0	1	0	7	3
gene:Solyc02g069980.4	879	944	895	715	670	678	1216	1897
gene:Solyc02g069970.4	1375	1263	1263	1055	772	872	651	835
gene:Solyc02g069960.4	0	0	0	0	0	0	0	0
gene:Solyc02g069950.3	2881	3264	2614	3080	2926	2948	3044	3782
gene:Solyc02g069940.4	2245	2516	2111	2132	1968	1637	2383	4046
gene:Solyc02g069930.1	147	161	357	406	185	148	30	50
gene:Solyc02g069920.4	898	897	1009	813	864	913	415	946
gene:Solyc02g069910.2	1558	1525	1794	792	1169	1304	453	177
gene:Solyc02g069900.1	0	0	0	0	0	0	0	0
gene:Solyc02g069890.1	0	0	0	0	0	0	0	0
gene:Solyc02g069880.4	1344	1614	1542	1049	882	822	585	965
gene:Solyc02g069870.1	0	0	0	0	0	0	0	0
gene:Solyc02g069860.4	748	798	813	836	665	398	422	316
gene:Solyc02g069850.3	10260	12151	8037	10182	11510	10516	11533	11685
gene:Solyc02g069840.3	1420	1515	1137	1322	1421	1276	1556	1752
gene:Solyc02g069830.4	2689	2923	2854	1641	2243	2262	1594	1101
gene:Solyc02g069820.3	759	808	683	688	641	571	901	626
gene:Solyc02g069810.3	321	377	463	1040	429	362	1356	1859
gene:Solyc02g069800.1	1224	1279	1326	962	1243	1412	1303	1795
gene:Solyc02g069790.3	2032	2224	1887	1683	1518	1485	1815	2019
gene:Solyc02g069780.3	3343	3020	3202	2945	2476	2513	2925	3212
gene:Solyc02g069770.3	1471	1338	881	809	1089	1066	894	1802
gene:Solyc02g069760.2	131	128	170	96	112	92	180	327
gene:Solyc02g069750.3	579	619	1067	986	414	421	858	1033
gene:Solyc02g069740.4	171	176	235	130	113	133	510	262
gene:Solyc02g069730.3	0	2	6	6	2	0	0	0
gene:Solyc02g069720.3	1084	1225	1719	1218	1425	1499	2939	2032
gene:Solyc02g069715.1	91	87	106	74	69	76	38	172
gene:Solyc02g069710.4	777	940	939	758	799	700	968	1144
gene:Solyc02g069700.1	15	14	11	16	18	4	28	9
gene:Solyc02g069690.1	238	202	306	566	362	306	136	56
gene:Solyc02g069680.3	1921	2229	1599	1869	2443	2873	1737	1095
gene:Solyc02g069670.4	474	496	497	456	433	495	972	949
gene:Solyc02g069650.3	2833	3149	3498	3051	2379	2676	3054	4589
gene:Solyc02g069640.3	1620	1594	1607	1681	1612	1427	3072	2370
gene:Solyc02g069630.3	2013	2068	1844	1722	2384	3113	981	1428
gene:Solyc02g069620.4	544	537	708	892	696	858	244	286
gene:Solyc02g069610.3	1844	2088	2776	2667	1716	1489	3255	2380
gene:Solyc02g069600.3	62	64	38	87	98	152	2	20
gene:Solyc02g069585.1	4449	5233	5158	5140	4522	4665	7123	4961
gene:Solyc02g069580.3	3517	3655	6788	3976	2518	2300	3071	2395
gene:Solyc02g069570.3	1173	1060	1088	1190	1281	1427	588	1069
gene:Solyc02g069560.3	1336	1382	1025	1182	1880	2056	349	446
gene:Solyc02g069550.1	27	47	16	37	24	30	6	10
gene:Solyc02g069540.3	39	29	43	56	49	26	48	35
gene:Solyc02g069530.1	10	28	23	29	23	23	16	17
gene:Solyc02g069520.2	568	681	594	520	574	535	762	737
gene:Solyc02g069510.1	86	100	110	291	173	255	105	112
gene:Solyc02g069500.1	348	384	430	370	288	353	170	140
gene:Solyc02g069490.4	70357	68634	45037	63539	36669	31129	22302	10573
gene:Solyc02g069480.3	0	0	0	0	0	0	0	0
gene:Solyc02g069470.4	1258	1397	1510	1136	807	1057	1341	1812
gene:Solyc02g069460.3	13126	12689	15070	28983	22954	21651	3884	505
gene:Solyc02g069450.3	2446	2360	3022	6180	4800	4212	754	93
gene:Solyc02g069440.3	61	37	37	31	41	45	6	0
gene:Solyc02g069430.4	24	10	15	12	24	0	38	2
gene:Solyc02g069420.4	18	28	14	17	10	6	40	2
gene:Solyc02g069410.4	1210	1091	1394	1150	1058	1264	545	557
gene:Solyc02g069400.3	982	1000	954	916	760	758	1624	1392
gene:Solyc02g069390.2	376	356	306	175	351	468	244	349
gene:Solyc02g069380.3	796	774	814	638	574	554	1489	931
gene:Solyc02g069370.3	1997	2043	2359	2166	1849	1598	2749	1390
gene:Solyc02g069360.1	0	0	0	0	0	0	0	0
gene:Solyc02g069350.4	938	958	1143	1095	925	785	483	643
gene:Solyc02g069340.4	1790	1840	1574	1120	1110	1011	1707	2234
gene:Solyc02g069330.2	0	0	0	0	0	0	36	186
gene:Solyc02g069320.1	363	283	266	258	263	260	357	1170
gene:Solyc02g069310.3	2760	2636	3380	1728	1742	1944	1581	1458
gene:Solyc02g069300.1	2	0	8	0	0	0	178	96
gene:Solyc02g069290.3	2683	2306	3197	2434	1722	1489	280	62
gene:Solyc02g069280.2	2736	3333	1848	1782	1571	1270	0	2
gene:Solyc02g069270.2	213	182	204	141	186	150	152	293
gene:Solyc02g069260.3	9602	9925	12170	5109	5828	5205	6654	11546
gene:Solyc02g069250.4	771	700	738	477	289	273	321	47
gene:Solyc02g069240.1	99	79	74	83	49	67	609	766
gene:Solyc02g069230.3	2552	2485	2113	2527	2225	2236	4673	4156
gene:Solyc02g069220.2	356	332	353	273	197	229	776	752
gene:Solyc02g069210.3	18	30	54	50	26	10	8409	18920
gene:Solyc02g069200.3	0	0	0	0	0	0	50	660
gene:Solyc02g069190.4	12	0	2	0	0	0	48	43
gene:Solyc02g069180.4	1272	1383	1476	2075	1283	1171	6607	6210
gene:Solyc02g069175.1	0	0	0	0	0	0	0	0
gene:Solyc02g069170.3	255	261	254	236	218	163	327	320
gene:Solyc02g069160.3	2448	2587	2954	2394	2378	2533	3867	4830
gene:Solyc02g069150.3	5539	6147	7504	6065	5121	4963	13205	8263
gene:Solyc02g069140.3	171	122	99	139	97	94	173	644
gene:Solyc02g069130.3	527	487	705	471	395	418	849	665
gene:Solyc02g069120.3	933	1153	763	1403	1604	1642	914	1877
gene:Solyc02g069110.4	28	21	72	34	32	30	121	80
gene:Solyc02g069100.4	2556	2493	6162	3965	2425	3050	9186	5585
gene:Solyc02g069090.3	5698	5743	6690	5628	5068	4942	33959	22575
gene:Solyc02g069080.4	3359	3636	3669	3293	3147	3251	4038	4375
gene:Solyc02g069070.3	552	560	313	443	571	464	264	623
gene:Solyc02g069065.1	0	0	0	0	0	0	0	0
gene:Solyc02g069060.4	6	10	32	7	6	6	0	0
gene:Solyc02g069057.1	0	1	2	0	0	0	0	0
gene:Solyc02g069055.1	4	3	9	6	2	0	0	0
gene:Solyc02g069053.1	0	0	0	0	0	0	0	0
gene:Solyc02g069050.1	32	109	64	57	32	36	74	102
gene:Solyc02g069040.4	43	43	51	30	34	22	13	24
gene:Solyc02g069030.3	107	108	128	80	63	82	19	71
gene:Solyc02g069020.3	126	141	174	229	151	154	86	25
gene:Solyc02g069010.4	1501	1521	1894	1586	1691	1756	1491	1417
gene:Solyc02g069000.1	0	0	0	0	2	0	0	4
gene:Solyc02g068990.3	1538	1356	1430	1166	1054	1124	1686	2082
gene:Solyc02g068980.1	0	0	0	0	0	0	0	0
gene:Solyc02g068970.2	0	0	0	0	0	0	0	0
gene:Solyc02g068960.1	0	8	8	3	4	10	0	0
gene:Solyc02g068930.4	452	574	588	551	579	526	536	410
gene:Solyc02g068920.3	1129	1243	1742	1880	1425	1328	4766	3561
gene:Solyc02g068910.3	2885	2769	3450	1937	2022	2113	1781	2510
gene:Solyc02g068900.3	950	1047	924	804	708	624	1353	2161
gene:Solyc02g068890.3	567	573	524	402	519	538	384	887
gene:Solyc02g068880.2	0	0	0	0	0	0	6	0
gene:Solyc02g068870.3	62	75	150	101	81	100	42	186
gene:Solyc02g068850.1	0	1	0	0	8	4	6	6
gene:Solyc02g068840.1	0	0	0	0	0	0	0	0
gene:Solyc02g150128.1	3	2	12	6	0	2	3	4
gene:Solyc02g068820.3	58	71	45	81	68	217	20	26
gene:Solyc02g068810.1	0	0	0	0	0	0	0	0
gene:Solyc02g068797.1	0	0	0	0	1	0	0	0
gene:Solyc02g150127.1	178	181	122	153	187	215	83	98
gene:Solyc02g068793.1	11	6	1	19	3	8	2	6
gene:Solyc02g068790.4	1908	2211	2320	1847	1478	1499	1455	2582
gene:Solyc02g068780.4	1504	1687	2010	1531	1389	1394	1323	2299
gene:Solyc02g068770.4	1216	1216	1064	1733	1626	1624	2193	2114
gene:Solyc02g068760.4	440	412	1351	422	664	1462	213	149
gene:Solyc02g068750.1	1790	1954	1574	1881	1831	1695	2154	3627
gene:Solyc02g068740.3	1379	1482	1416	1200	1286	1340	2761	1827
gene:Solyc02g068730.3	935	953	781	819	882	1085	1471	2317
gene:Solyc02g068720.3	7684	8262	6876	4798	4984	4902	3489	5430
gene:Solyc02g068710.3	156	153	196	205	137	127	312	279
